1499752840	85	194
1499752880	85	194
1499752940	85	194
1499753040	85	194
1499753060	85	194
1499753400	85	194
1499753440	172	194
1499753460	172	194
1499753480	125	194
1499753500	125	194
1499753520	125	194
1499753540	125	194
1499753560	125	194
1499753580	125	194
1499753660	4	232
1499753660	125	232
1499753660	125	4
1499753680	85	125
1499753680	125	232
1499753680	125	4
1499753700	172	125
1499753700	4	232
1499753700	125	232
1499753700	172	232
1499753700	85	232
1499753720	85	125
1499753720	172	125
1499753720	125	232
1499753720	172	232
1499753720	172	85
1499753720	85	232
1499753740	172	125
1499753740	172	4
1499753740	125	232
1499753740	172	232
1499753740	85	232
1499753760	172	58
1499753760	172	125
1499753760	125	232
1499753760	172	232
1499753760	58	125
1499753760	58	85
1499753760	172	85
1499753760	85	232
1499753780	4	232
1499753800	4	232
1499753820	4	232
1499753820	172	232
1499753820	85	232
1499753840	85	232
1499753860	85	232
1499753880	4	232
1499753900	4	232
1499753920	4	232
1499753920	172	232
1499753940	4	232
1499753940	172	232
1499753940	58	125
1499753960	4	232
1499753960	172	232
1499753960	58	125
1499753980	4	232
1499753980	172	232
1499754000	4	232
1499754000	172	232
1499754020	58	125
1499754040	58	125
1499754060	4	232
1499754080	85	125
1499754080	172	125
1499754080	125	232
1499754080	85	232
1499754100	125	232
1499754100	172	232
1499754100	85	232
1499754120	4	232
1499754120	125	232
1499754120	125	4
1499754120	172	232
1499754140	4	232
1499754140	125	232
1499754140	125	4
1499754140	172	232
1499754160	172	125
1499754160	125	232
1499754160	172	232
1499754180	172	125
1499754180	125	232
1499754180	172	232
1499754200	4	232
1499754200	172	125
1499754200	125	232
1499754200	172	232
1499754220	172	125
1499754220	125	232
1499754220	172	232
1499754240	172	125
1499754260	4	232
1499754260	172	125
1499754280	4	232
1499754280	172	125
1499754300	4	232
1499754320	4	232
1499754320	172	125
1499754340	172	125
1499754360	4	232
1499754360	172	125
1499754380	172	125
1499754400	172	125
1499754420	172	125
1499754420	111	232
1499754440	172	125
1499754540	111	85
1499754560	4	232
1499754560	172	125
1499754580	172	125
1499754600	4	232
1499754600	172	125
1499754620	172	125
1499754620	111	85
1499754640	172	125
1499754640	111	85
1499754680	172	125
1499754700	4	232
1499754700	172	125
1499754740	4	232
1499754780	172	125
1499754800	172	125
1499754840	172	125
1499754920	58	84
1499754960	58	84
1499755020	58	84
1499755040	172	125
1499755060	172	125
1499755080	172	125
1499755100	172	125
1499755120	58	84
1499755140	172	125
1499755140	58	84
1499755140	144	96
1499755160	172	125
1499755160	144	96
1499755160	85	194
1499755180	172	125
1499755180	144	96
1499755200	172	125
1499755200	144	96
1499755200	96	232
1499755200	85	194
1499755200	144	232
1499755200	111	194
1499755220	172	125
1499755220	144	96
1499755220	85	194
1499755220	111	85
1499755240	172	125
1499755240	144	96
1499755240	111	85
1499755260	172	125
1499755260	144	96
1499755280	84	151
1499755280	172	125
1499755280	144	96
1499755280	85	194
1499755300	84	151
1499755300	144	96
1499755320	84	151
1499755320	144	96
1499755340	84	151
1499755340	58	151
1499755340	144	96
1499755360	172	125
1499755360	144	96
1499755360	111	85
1499755380	84	151
1499755380	144	96
1499755380	111	85
1499755400	84	151
1499755400	172	125
1499755400	144	96
1499755420	84	151
1499755420	58	84
1499755420	144	96
1499755420	111	85
1499755440	172	125
1499755440	58	84
1499755440	144	96
1499755460	172	125
1499755460	58	84
1499755460	144	96
1499755460	85	194
1499755480	172	125
1499755480	58	84
1499755480	144	96
1499755480	111	194
1499755500	84	151
1499755500	172	125
1499755500	58	84
1499755500	144	96
1499755500	111	85
1499755520	84	151
1499755520	172	125
1499755520	58	84
1499755520	144	96
1499755520	111	85
1499755540	84	151
1499755540	172	125
1499755540	144	96
1499755540	111	85
1499755560	84	151
1499755560	144	96
1499755560	172	232
1499755560	111	85
1499755580	84	151
1499755580	144	96
1499755580	172	232
1499755580	111	85
1499755600	144	96
1499755600	172	232
1499755620	144	96
1499755620	111	194
1499755640	144	96
1499755660	4	232
1499755660	172	125
1499755660	85	151
1499755660	151	232
1499755660	144	96
1499755680	172	125
1499755680	85	151
1499755680	151	232
1499755680	144	96
1499755680	85	232
1499755700	85	151
1499755700	151	232
1499755700	144	96
1499755700	85	232
1499755720	4	232
1499755720	151	232
1499755720	144	96
1499755740	4	232
1499755760	172	125
1499755760	96	232
1499755760	58	151
1499755780	189	114
1499755780	58	151
1499755780	172	125
1499755780	96	232
1499755800	58	151
1499755800	85	96
1499755800	96	232
1499755820	84	151
1499755820	189	114
1499755820	58	151
1499755820	125	96
1499755820	96	232
1499755820	194	84
1499755820	125	232
1499755840	84	151
1499755840	58	151
1499755840	58	84
1499755840	125	96
1499755840	194	84
1499755860	172	151
1499755860	58	84
1499755860	125	96
1499755880	172	151
1499755880	58	151
1499755880	125	96
1499755880	111	189
1499755900	189	114
1499755900	172	58
1499755900	111	189
1499755900	172	151
1499755900	58	151
1499755920	172	58
1499755920	111	189
1499755920	172	151
1499755920	58	151
1499755940	111	189
1499755940	58	151
1499755940	114	151
1499755940	125	96
1499755940	85	194
1499755960	172	58
1499755960	111	189
1499755960	114	96
1499755960	125	114
1499755960	125	96
1499755960	58	151
1499755980	172	58
1499755980	114	96
1499755980	125	114
1499755980	125	96
1499755980	189	84
1499755980	111	84
1499756000	114	96
1499756000	172	58
1499756000	111	189
1499756000	114	4
1499756000	125	96
1499756000	85	194
1499756020	125	96
1499756020	85	194
1499756040	114	232
1499756040	58	84
1499756040	125	114
1499756040	125	96
1499756040	85	194
1499756040	172	84
1499756060	184	151
1499756060	125	96
1499756060	85	194
1499756060	111	85
1499756060	172	84
1499756060	111	194
1499756080	184	151
1499756080	114	96
1499756080	114	151
1499756080	125	96
1499756080	85	194
1499756080	111	85
1499756080	111	194
1499756100	180	172
1499756100	114	151
1499756100	125	96
1499756100	85	194
1499756100	111	85
1499756100	111	194
1499756120	114	96
1499756120	172	151
1499756120	180	172
1499756120	125	96
1499756120	85	194
1499756120	111	85
1499756140	172	151
1499756140	114	96
1499756140	125	96
1499756140	85	194
1499756140	111	85
1499756140	111	194
1499756160	172	114
1499756160	85	194
1499756160	111	85
1499756160	38	198
1499756160	111	194
1499756180	125	96
1499756180	85	194
1499756180	172	114
1499756180	111	85
1499756200	114	4
1499756200	172	114
1499756200	114	151
1499756200	125	96
1499756200	85	194
1499756200	111	85
1499756200	111	194
1499756200	189	151
1499756220	114	151
1499756220	125	96
1499756220	85	194
1499756220	172	114
1499756220	253	184
1499756220	111	85
1499756220	111	194
1499756220	189	151
1499756240	96	151
1499756240	125	96
1499756240	85	194
1499756240	253	184
1499756240	111	85
1499756240	189	151
1499756260	172	4
1499756260	96	151
1499756260	151	232
1499756260	85	194
1499756260	125	232
1499756280	85	194
1499756280	111	85
1499756280	111	194
1499756300	114	96
1499756300	151	232
1499756300	85	194
1499756300	111	85
1499756300	111	194
1499756320	114	232
1499756320	58	96
1499756320	125	114
1499756320	96	151
1499756320	151	232
1499756320	172	232
1499756320	111	85
1499756320	58	232
1499756340	114	151
1499756340	125	96
1499756340	85	194
1499756340	111	85
1499756340	111	194
1499756360	114	4
1499756360	114	151
1499756360	125	96
1499756360	85	194
1499756360	172	232
1499756360	111	194
1499756380	125	0
1499756380	114	0
1499756380	4	0
1499756380	151	0
1499756380	96	0
1499756380	85	194
1499756380	111	85
1499756380	111	194
1499756400	114	0
1499756400	85	194
1499756400	151	3
1499756400	172	232
1499756400	111	85
1499756400	184	180
1499756420	114	96
1499756420	4	0
1499756420	151	0
1499756420	125	96
1499756420	184	180
1499756420	151	3
1499756420	172	232
1499756420	111	85
1499756420	111	194
1499756420	175	125
1499756440	114	232
1499756440	175	96
1499756440	125	0
1499756440	96	151
1499756440	125	96
1499756440	184	180
1499756440	111	85
1499756440	175	125
1499756460	96	151
1499756460	125	232
1499756460	184	180
1499756460	125	4
1499756460	111	85
1499756480	125	114
1499756480	96	151
1499756480	125	96
1499756480	125	232
1499756480	184	180
1499756480	125	151
1499756500	96	151
1499756500	125	96
1499756500	125	4
1499756500	111	85
1499756500	125	151
1499756520	175	232
1499756520	58	0
1499756520	125	114
1499756520	96	151
1499756520	184	180
1499756520	111	85
1499756540	114	232
1499756540	125	114
1499756540	216	96
1499756540	184	180
1499756540	111	85
1499756560	114	232
1499756560	125	114
1499756560	125	96
1499756560	216	96
1499756560	125	4
1499756560	111	85
1499756580	4	96
1499756580	175	232
1499756580	96	151
1499756580	125	96
1499756580	216	96
1499756580	189	232
1499756580	125	216
1499756580	125	232
1499756580	111	85
1499756580	125	151
1499756600	175	232
1499756600	172	4
