20,7,182
40,7,182
40,14,15
40,68,92
60,7,182
80,7,182
100,7,182
120,7,182
120,70,72
140,70,72
160,70,72
200,63,163
220,82,138
240,14,101
240,178,190
260,14,101
260,150,170
280,82,127
280,83,183
280,134,158
300,20,161
300,82,127
320,36,183
320,82,138
320,82,127
320,83,183
320,36,83
320,127,138
340,36,183
340,82,138
340,82,127
340,36,83
340,127,138
360,82,138
360,82,127
360,127,138
380,82,138
380,134,174
380,36,183
400,36,183
400,134,158
420,36,183
420,36,83
420,127,138
420,82,127
420,178,190
440,32,81
440,127,138
440,82,127
440,82,138
440,36,183
460,36,183
460,82,127
460,127,138
460,178,190
480,82,127
480,127,138
480,77,136
480,134,158
480,36,183
500,82,138
500,82,127
500,127,138
500,77,136
500,36,183
520,82,138
520,82,127
520,127,138
520,20,161
540,82,138
540,82,127
540,127,138
560,82,138
560,82,127
560,127,138
580,82,138
580,82,127
580,102,120
580,127,138
600,82,138
600,82,127
600,127,138
620,82,127
620,158,174
640,82,127
660,36,83
660,78,136
680,82,127
700,82,127
720,82,127
740,44,63
740,56,187
740,168,183
760,48,196
760,56,187
780,56,187
800,30,170
800,56,187
800,82,127
820,30,170
820,56,187
820,82,127
840,30,170
840,51,79
860,30,170
940,17,42
960,24,146
960,134,158
980,24,146
1000,134,158
1000,24,146
1020,24,146
1020,134,158
1040,19,161
1040,24,146
1040,27,39
1040,134,158
1060,19,161
1060,27,39
1080,83,168
1080,36,83
1080,19,161
1120,168,183
1140,7,129
1200,7,129
1200,86,149
1240,70,72
1240,83,183
1260,28,152
1260,83,183
1260,115,189
1280,28,152
1280,30,170
1280,30,49
1280,70,72
1300,30,49
1300,49,170
1300,36,183
1320,36,183
1320,62,82
1320,3,119
1340,36,183
1340,36,168
1340,62,82
1360,1,183
1360,62,82
1360,60,137
1360,36,168
1380,36,168
1380,36,183
1400,36,183
1400,36,168
1400,145,155
1420,1,183
1420,36,183
1420,36,168
1440,1,183
1440,33,193
1440,36,168
1440,36,183
1460,1,183
1460,36,183
1460,36,168
1480,1,183
1480,87,94
1480,36,168
1480,36,183
1500,36,183
1500,36,168
1500,77,89
1500,62,82
1500,7,129
1520,36,183
1520,36,168
1520,87,94
1520,77,89
1540,36,183
1540,36,168
1540,83,168
1540,36,83
1540,87,94
1540,154,186
1560,83,168
1560,36,83
1560,87,94
1560,128,177
1560,36,168
1560,36,183
1580,1,183
1580,36,183
1580,36,168
1580,128,177
1600,36,168
1600,36,183
1620,36,183
1620,36,168
1620,112,166
1620,128,177
1640,36,183
1640,36,168
1640,86,149
1640,88,170
1660,36,183
1660,36,168
1660,70,72
1660,88,170
1660,116,199
1680,36,183
1680,36,168
1680,88,170
1680,140,178
1680,146,167
1700,140,178
1700,36,168
1700,88,170
1700,36,183
1720,36,183
1720,36,168
1720,70,72
1720,146,167
1720,116,199
1740,36,183
1740,36,168
1740,70,72
1740,75,159
1740,87,94
1760,36,183
1760,36,168
1760,37,186
1760,70,72
1780,36,183
1780,36,168
1780,86,128
1800,36,183
1800,36,168
1800,58,90
1800,86,128
1820,36,183
1820,36,168
1820,86,128
1860,36,168
1900,192,198
1920,192,198
1940,29,153
1940,192,198
1960,24,73
1960,66,147
1960,29,153
1980,66,147
2000,49,150
2000,66,147
2000,36,168
2020,49,150
2040,36,83
2060,19,20
2060,36,83
2060,49,150
2060,5,153
2080,83,183
2120,19,20
2120,57,109
2120,73,146
2140,0,111
2140,19,20
2140,57,109
2140,73,146
2140,173,183
2160,19,20
2160,57,109
2160,73,146
2160,83,183
2160,83,173
2160,36,168
2160,173,183
2180,19,20
2180,36,183
2180,57,109
2180,73,146
2180,173,183
2180,37,186
2200,19,20
2200,36,183
2200,73,146
2200,83,183
2200,83,173
2200,36,83
2200,57,109
2200,173,183
2220,15,122
2220,19,20
2220,36,183
2220,73,146
2220,168,183
2220,173,183
2240,36,183
2240,73,146
2240,168,183
2240,173,183
2260,57,109
2260,73,146
2260,168,183
2280,36,183
2280,57,109
2280,116,125
2280,168,183
2280,173,183
2300,36,183
2300,57,109
2300,168,183
2320,57,109
2320,173,183
2340,173,183
2360,173,183
2380,11,33
2380,173,183
2400,173,183
2440,173,183
2460,173,183
2480,173,183
2500,17,166
2520,72,184
2540,60,115
2540,116,125
2540,17,166
2580,17,166
2600,0,111
2600,19,20
2620,17,166
2640,7,182
2640,5,153
2660,7,182
2660,17,166
2680,7,182
2680,17,166
2700,23,169
2720,7,182
2760,53,151
2820,17,166
2860,17,166
2880,34,86
2880,17,166
2900,97,158
2940,78,142
2940,146,167
2960,17,166
2960,157,165
2980,17,166
3040,2,25
3040,17,166
3100,94,109
3220,94,95
3320,9,47
3400,9,47
3400,77,136
3420,9,47
3440,9,47
3440,77,136
3460,75,159
3480,80,115
3500,80,115
3520,80,115
3520,168,183
3580,16,110
3580,9,103
3600,16,110
3620,39,187
3640,39,187
3640,77,89
3640,149,177
3680,39,187
3680,120,134
3680,149,177
3700,120,134
3720,120,134
3720,39,187
3740,177,187
3740,149,177
3740,149,187
3760,18,50
3760,49,166
3760,149,187
3760,149,177
3780,149,187
3780,149,177
3800,49,166
3800,149,187
3800,149,177
3820,49,166
3820,149,187
3820,149,177
3840,49,166
3840,149,187
3860,149,187
3880,48,130
3880,149,187
3900,48,130
3900,149,187
3920,39,187
3920,39,149
3940,48,130
3940,149,187
3960,149,187
3980,149,187
4000,39,187
4000,149,187
4020,5,96
4020,149,187
4040,5,96
4040,149,187
4060,5,96
4060,149,187
4080,149,187
4100,39,187
4100,149,187
4120,19,65
4120,39,187
4120,149,187
4120,35,196
4140,5,96
4140,19,65
4140,59,127
4140,149,187
4140,35,196
4160,19,65
4160,5,96
4160,126,150
4160,149,187
4160,35,196
4180,19,65
4180,35,196
4180,5,96
4180,126,150
4180,149,187
4200,19,65
4200,5,96
4200,149,187
4200,160,191
4220,5,96
4220,149,187
4220,160,191
4240,5,96
4240,99,169
4240,149,187
4240,160,191
4260,5,127
4260,99,169
4260,149,187
4280,99,169
4280,5,127
4280,149,187
4280,105,155
4300,5,127
4300,39,187
4300,149,187
4300,162,196
4300,99,169
4320,5,127
4320,39,187
4320,99,169
4320,149,187
